,Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
47,2014-08-09 23:30:00,90.04799999999999,30.361,501.78099999999995,118.826,86,77,78.44,9.1,32.879000000000005
48,2014-08-10 00:00:00,85.728,29.973,467.055,116.60000000000001,86,77,78.44,11.700000000000001,32.879000000000005
49,2014-08-10 00:30:00,78.912,29.197,416.32399999999996,110.77000000000001,86,77,78.44,10.4,32.846000000000004
50,2014-08-10 01:00:00,79.67999999999999,29.488,422.435,113.31400000000001,86,79,83.74000000000001,10.4,32.846000000000004
51,2014-08-10 01:30:00,79.584,29.585,420.97999999999996,114.48,86,77,78.44,11.700000000000001,32.846000000000004
52,2014-08-10 02:00:00,79.392,29.488,415.354,111.93599999999999,86,77,78.44,9.1,32.846000000000004
53,2014-08-10 02:30:00,79.104,29.197,411.183,109.92200000000001,86,77,78.44,10.4,32.846000000000004
54,2014-08-10 03:00:00,81.11999999999999,29.197,421.85299999999995,110.346,85,77,83.74000000000001,10.4,32.846000000000004
55,2014-08-10 03:30:00,83.52,29.391,432.32899999999995,114.586,85,77,83.74000000000001,9.1,32.813
56,2014-08-10 04:00:00,83.32799999999999,29.391,426.121,113.95,85,79,89.04,7.800000000000001,32.813
57,2014-08-10 04:30:00,83.52,29.391,428.837,114.162,85,79,89.04,7.800000000000001,32.813
58,2014-08-10 05:00:00,83.80799999999999,29.488,432.62,115.22200000000001,86,79,83.74000000000001,7.800000000000001,32.813
59,2014-08-10 05:30:00,85.34400000000001,29.876,457.74299999999994,121.58200000000001,86,79,83.74000000000001,9.1,32.846000000000004
60,2014-08-10 06:00:00,85.056,29.973,452.69899999999996,121.37,86,79,83.74000000000001,9.1,32.846000000000004
61,2014-08-10 06:30:00,88.992,30.458,498.58,127.2,86,79,83.74000000000001,9.1,32.846000000000004
62,2014-08-10 07:00:00,98.01599999999999,31.234,564.443,137.58800000000002,86,79,83.74000000000001,10.4,32.846000000000004
63,2014-08-10 07:30:00,120.672,29.585,734.193,221.32800000000003,86,79,83.74000000000001,9.1,32.846000000000004
64,2014-08-10 08:00:00,114.144,28.906,659.406,189.422,86,77,78.44,11.700000000000001,32.846000000000004
65,2014-08-10 08:30:00,109.728,28.906,648.93,184.864,88,79,78.44,10.4,32.879000000000005
66,2014-08-10 09:00:00,108.384,28.906,641.558,184.228,88,79,78.44,10.4,32.879000000000005
67,2014-08-10 09:30:00,110.01599999999999,29.099999999999998,639.1329999999999,182.85000000000002,88,79,78.44,11.700000000000001,32.879000000000005
68,2014-08-10 10:00:00,112.8,29.391,645.3409999999999,183.27400000000003,90,77,69.96000000000001,13.0,32.879000000000005
69,2014-08-10 10:30:00,114.33599999999998,29.585,666.972,189.846,90,76,65.72,13.0,32.879000000000005
70,2014-08-10 11:00:00,114.91199999999999,29.585,663.3829999999999,188.15,92,76,61.480000000000004,13.0,32.879000000000005
71,2014-08-10 11:30:00,115.392,29.293999999999997,654.265,184.334,94,76,58.300000000000004,11.700000000000001,32.846000000000004
72,2014-08-10 12:00:00,115.29599999999999,29.293999999999997,651.549,184.44,94,76,58.300000000000004,7.800000000000001,32.846000000000004
73,2014-08-10 12:30:00,114.52799999999999,29.197,643.886,182.21400000000003,94,76,58.300000000000004,9.1,32.813
74,2014-08-10 13:00:00,114.81599999999999,29.293999999999997,645.923,184.228,94,76,58.300000000000004,9.1,32.813
75,2014-08-10 13:30:00,114.52799999999999,29.099999999999998,643.886,181.15400000000002,94,74,55.120000000000005,7.800000000000001,32.78
76,2014-08-10 14:00:00,111.744,28.808999999999997,615.756,173.62800000000001,94,74,55.120000000000005,11.700000000000001,32.78
77,2014-08-10 14:30:00,88.32,29.682000000000002,568.614,134.726,94,74,55.120000000000005,9.1,32.78
78,2014-08-10 15:00:00,118.464,29.682000000000002,718.77,200.552,94,76,58.300000000000004,9.1,32.747
79,2014-08-10 15:30:00,115.488,29.197,653.683,184.12199999999999,94,76,58.300000000000004,11.700000000000001,32.747
80,2014-08-10 16:00:00,114.81599999999999,28.808999999999997,630.5,175.854,95,74,51.940000000000005,11.700000000000001,32.747
81,2014-08-10 16:30:00,114.144,28.808999999999997,638.0659999999999,177.55,95,72,48.760000000000005,9.1,32.747
82,2014-08-10 17:00:00,113.28,28.906,627.4929999999999,177.762,94,72,51.940000000000005,9.1,32.747
83,2014-08-10 17:30:00,111.93599999999999,28.615,627.299,173.62800000000001,94,72,51.940000000000005,11.700000000000001,32.747
84,2014-08-10 18:00:00,82.944,29.682000000000002,567.547,128.578,92,74,58.300000000000004,11.700000000000001,32.747
85,2014-08-10 18:30:00,112.224,28.906,672.016,188.786,92,74,58.300000000000004,9.1,32.747
86,2014-08-10 19:00:00,103.488,28.421,605.862,168.752,90,77,69.96000000000001,15.600000000000001,32.78
87,2014-08-10 19:30:00,80.928,29.099999999999998,499.55,111.08800000000001,90,77,69.96000000000001,15.600000000000001,32.78
88,2014-08-10 20:00:00,89.568,29.585,491.984,112.042,88,79,78.44,13.0,32.78
89,2014-08-10 20:30:00,90.04799999999999,30.361,516.428,120.84,88,77,74.2,15.600000000000001,32.813
90,2014-08-10 21:00:00,89.088,29.973,501.684,116.918,88,79,78.44,11.700000000000001,32.813
91,2014-08-10 21:30:00,89.184,30.942999999999998,519.241,124.126,88,81,83.74000000000001,11.700000000000001,32.813
92,2014-08-10 22:00:00,90.52799999999999,30.942999999999998,526.322,126.56400000000001,88,81,83.74000000000001,9.1,32.813
93,2014-08-10 22:30:00,91.584,30.361,512.16,120.946,88,81,83.74000000000001,10.4,32.813
94,2014-08-10 23:00:00,91.488,30.652,512.548,122.32400000000001,88,81,83.74000000000001,13.0,32.813
95,2014-08-10 23:30:00,90.912,30.652,508.377,120.946,86,81,89.04,15.600000000000001,32.813
96,2014-08-11 00:00:00,87.072,30.942999999999998,492.469,122.96000000000001,86,81,89.04,11.700000000000001,32.813
97,2014-08-11 00:30:00,83.61599999999999,30.846,468.995,122.218,86,81,89.04,13.0,32.813
98,2014-08-11 01:00:00,83.712,30.942999999999998,470.741,120.84,86,81,89.04,13.0,32.78
99,2014-08-11 01:30:00,83.52,30.942999999999998,468.607,120.946,86,81,89.04,13.0,32.78
100,2014-08-11 02:00:00,83.424,30.652,466.376,118.72,86,81,89.04,11.700000000000001,32.78
101,2014-08-11 02:30:00,82.944,30.458,455.997,116.60000000000001,86,81,89.04,15.600000000000001,32.78
102,2014-08-11 03:00:00,84.09599999999999,30.07,453.96,113.84400000000001,86,81,89.04,16.900000000000002,32.78
103,2014-08-11 03:30:00,85.824,29.973,458.325,112.466,86,81,89.04,11.700000000000001,32.78
104,2014-08-11 04:00:00,86.01599999999999,30.07,454.93,113.84400000000001,86,81,89.04,13.0,32.78
105,2014-08-11 04:30:00,85.92,30.264,459.78,114.69200000000001,86,81,89.04,13.0,32.78
106,2014-08-11 05:00:00,86.496,30.458,462.69,117.13000000000001,85,81,94.34,15.600000000000001,32.78
107,2014-08-11 05:30:00,88.032,30.846,491.78999999999996,120.628,86,81,89.04,13.0,32.78
108,2014-08-11 06:00:00,87.744,30.846,484.806,120.416,86,81,89.04,11.700000000000001,32.78
109,2014-08-11 06:30:00,88.128,30.749,485.09700000000004,119.462,86,81,89.04,10.4,32.78
110,2014-08-11 07:00:00,91.29599999999999,30.846,522.442,129.108,86,81,89.04,11.700000000000001,32.78
111,2014-08-11 07:30:00,122.68799999999999,30.458,776.2909999999999,230.44400000000002,86,81,89.04,11.700000000000001,32.813
112,2014-08-11 08:00:00,115.008,29.973,692.289,206.912,86,81,89.04,13.0,32.813
113,2014-08-11 08:30:00,111.744,30.07,689.379,206.48800000000003,88,81,83.74000000000001,13.0,32.813
114,2014-08-11 09:00:00,111.744,30.264,695.587,209.35000000000002,88,81,83.74000000000001,11.700000000000001,32.846000000000004
115,2014-08-11 09:30:00,111.55199999999999,30.264,697.139,209.24400000000003,88,79,78.44,15.600000000000001,32.813
116,2014-08-11 10:00:00,112.224,30.264,698.594,210.516,90,81,78.44,13.0,32.813
117,2014-08-11 10:30:00,113.28,30.555,710.719,216.982,90,79,74.2,15.600000000000001,32.813
118,2014-08-11 11:00:00,113.184,30.458,702.474,213.37800000000001,92,79,69.96000000000001,15.600000000000001,32.813
119,2014-08-11 11:30:00,112.992,30.458,703.25,213.90800000000002,92,79,69.96000000000001,19.5,32.813
120,2014-08-11 12:00:00,112.32,30.458,695.684,212.848,94,77,62.540000000000006,19.5,32.78
121,2014-08-11 12:30:00,111.264,30.361,687.536,209.35000000000002,94,77,62.540000000000006,19.5,32.78
122,2014-08-11 13:00:00,110.88,30.167,681.425,205.95800000000003,95,77,58.300000000000004,18.2,32.747
123,2014-08-11 13:30:00,111.072,30.07,680.843,205.216,95,77,58.300000000000004,18.2,32.747
124,2014-08-11 14:00:00,111.83999999999999,30.361,692.386,210.62199999999999,94,76,58.300000000000004,18.2,32.747
125,2014-08-11 14:30:00,111.83999999999999,30.264,693.8409999999999,209.032,94,74,55.120000000000005,20.8,32.747
126,2014-08-11 15:00:00,112.224,30.361,696.654,211.47,95,74,51.940000000000005,20.8,32.714
127,2014-08-11 15:30:00,112.416,30.652,697.527,214.226,94,74,55.120000000000005,20.8,32.714
128,2014-08-11 16:00:00,112.992,30.749,706.839,217.936,95,76,55.120000000000005,22.1,32.681000000000004
129,2014-08-11 16:30:00,113.664,30.555,702.28,214.756,94,76,58.300000000000004,20.8,32.714
130,2014-08-11 17:00:00,112.89599999999999,30.361,695.102,210.94,92,76,61.480000000000004,19.5,32.714
131,2014-08-11 17:30:00,111.264,29.973,681.037,203.096,92,74,58.300000000000004,19.5,32.714
132,2014-08-11 18:00:00,110.68799999999999,30.264,688.409,207.336,90,77,69.96000000000001,19.5,32.714
133,2014-08-11 18:30:00,109.24799999999999,29.973,672.792,202.354,90,77,69.96000000000001,19.5,32.714
134,2014-08-11 19:00:00,99.744,29.391,601.0120000000001,176.702,90,77,69.96000000000001,16.900000000000002,32.747
135,2014-08-11 19:30:00,80.73599999999999,30.846,538.447,128.68400000000003,88,79,78.44,18.2,32.747
136,2014-08-11 20:00:00,91.776,31.330999999999996,538.932,131.44,88,79,78.44,18.2,32.747
137,2014-08-11 20:30:00,89.088,31.137,523.3149999999999,127.73,88,77,74.2,16.900000000000002,32.747
138,2014-08-11 21:00:00,89.37599999999999,31.234,528.359,127.2,88,77,74.2,18.2,32.747
139,2014-08-11 21:30:00,87.648,31.04,506.437,126.034,88,79,78.44,16.900000000000002,32.78
140,2014-08-11 22:00:00,88.512,30.846,509.15299999999996,124.656,88,79,78.44,15.600000000000001,32.78
141,2014-08-11 22:30:00,90.24,30.846,506.6309999999999,124.44400000000002,88,79,78.44,18.2,32.78
142,2014-08-11 23:00:00,90.144,30.846,503.43,124.33800000000001,86,79,83.74000000000001,16.900000000000002,32.78
143,2014-08-11 23:30:00,90.04799999999999,30.846,499.84099999999995,124.126,86,79,83.74000000000001,13.0,32.78
144,2014-08-12 00:00:00,86.68799999999999,30.555,473.263,123.066,86,79,83.74000000000001,16.900000000000002,32.78
145,2014-08-12 00:30:00,81.216,29.973,439.11899999999997,119.78,86,79,83.74000000000001,18.2,32.78
146,2014-08-12 01:00:00,81.408,30.07,442.029,120.84,86,79,83.74000000000001,18.2,32.78
147,2014-08-12 01:30:00,80.928,29.973,437.179,118.50800000000001,86,79,83.74000000000001,16.900000000000002,32.747
148,2014-08-12 02:00:00,81.11999999999999,29.973,435.627,119.25,86,79,83.74000000000001,13.0,32.747
149,2014-08-12 02:30:00,81.024,29.876,436.306,117.87200000000001,86,79,83.74000000000001,15.600000000000001,32.747
150,2014-08-12 03:00:00,82.752,29.876,440.28299999999996,119.25,86,79,83.74000000000001,13.0,32.747
151,2014-08-12 03:30:00,85.44,30.167,452.893,122.64200000000001,86,79,83.74000000000001,15.600000000000001,32.747
152,2014-08-12 04:00:00,85.056,30.07,446.2,121.26400000000001,86,79,83.74000000000001,13.0,32.747
153,2014-08-12 04:30:00,85.44,30.167,448.237,122.32400000000001,86,79,83.74000000000001,15.600000000000001,32.747
154,2014-08-12 05:00:00,85.53599999999999,30.167,449.207,122.11200000000001,86,79,83.74000000000001,11.700000000000001,32.747
155,2014-08-12 05:30:00,86.496,30.264,469.965,126.14,86,79,83.74000000000001,11.700000000000001,32.747
156,2014-08-12 06:00:00,86.592,30.264,467.24899999999997,125.928,86,79,83.74000000000001,11.700000000000001,32.78
157,2014-08-12 06:30:00,86.496,30.264,468.316,125.822,86,79,83.74000000000001,13.0,32.78
158,2014-08-12 07:00:00,88.512,30.652,503.818,130.804,86,79,83.74000000000001,13.0,32.78
159,2014-08-12 07:30:00,117.69599999999998,30.07,737.491,225.25,88,79,78.44,13.0,32.78
160,2014-08-12 08:00:00,114.04799999999999,29.682000000000002,682.2009999999999,202.354,88,79,78.44,10.4,32.813
161,2014-08-12 08:30:00,110.784,29.876,678.9029999999999,203.52,88,79,78.44,11.700000000000001,32.813
162,2014-08-12 09:00:00,109.92,29.682000000000002,669.688,197.796,90,81,78.44,10.4,32.813
163,2014-08-12 09:30:00,109.632,29.779,670.852,199.704,90,79,74.2,10.4,32.813
164,2014-08-12 10:00:00,109.44,29.682000000000002,671.822,198.538,90,79,74.2,11.700000000000001,32.813
165,2014-08-12 10:30:00,110.39999999999999,30.07,682.2009999999999,204.36800000000002,92,81,74.2,13.0,32.813
166,2014-08-12 11:00:00,110.97599999999998,30.264,687.73,208.82000000000002,92,79,69.96000000000001,13.0,32.813
167,2014-08-12 11:30:00,111.648,30.458,697.915,212.424,92,79,69.96000000000001,13.0,32.813
168,2014-08-12 12:00:00,112.60799999999999,30.749,703.735,217.72400000000002,92,79,69.96000000000001,13.0,32.78
169,2014-08-12 12:30:00,111.93599999999999,30.458,694.3259999999999,212.212,90,76,65.72,22.1,32.78
170,2014-08-12 13:00:00,110.39999999999999,30.458,681.425,209.24400000000003,90,77,69.96000000000001,10.4,32.78
171,2014-08-12 13:30:00,111.55199999999999,30.749,693.259,215.074,92,77,65.72,10.4,32.747
172,2014-08-12 14:00:00,112.032,30.749,702.5709999999999,215.816,94,77,62.540000000000006,10.4,32.747
173,2014-08-12 14:30:00,112.128,30.846,705.869,218.572,94,77,62.540000000000006,9.1,32.747
174,2014-08-12 15:00:00,113.088,30.846,710.04,220.162,94,77,62.540000000000006,11.700000000000001,32.714
175,2014-08-12 15:30:00,112.70400000000001,30.264,695.005,209.66800000000003,94,77,62.540000000000006,13.0,32.714
176,2014-08-12 16:00:00,113.472,30.555,706.9359999999999,215.49800000000002,94,77,62.540000000000006,15.600000000000001,32.714
177,2014-08-12 16:30:00,114.432,30.749,719.5459999999999,220.79800000000003,94,77,62.540000000000006,11.700000000000001,32.714
178,2014-08-12 17:00:00,114.624,30.749,720.807,221.116,94,79,65.72,15.600000000000001,32.714
179,2014-08-12 17:30:00,112.512,30.07,683.2679999999999,204.89800000000002,92,79,69.96000000000001,16.900000000000002,32.714
180,2014-08-12 18:00:00,110.592,29.682000000000002,662.122,197.054,92,81,74.2,16.900000000000002,32.714
181,2014-08-12 18:30:00,108.576,29.391,647.3779999999999,191.64800000000002,90,79,74.2,18.2,32.747
182,2014-08-12 19:00:00,97.152,28.808999999999997,575.307,159.848,90,79,74.2,13.0,32.747
183,2014-08-12 19:30:00,83.03999999999999,29.973,529.232,121.9,88,79,78.44,13.0,32.747
184,2014-08-12 20:00:00,90.144,30.361,512.548,120.628,88,81,83.74000000000001,13.0,32.78
185,2014-08-12 20:30:00,89.856,30.846,526.904,126.352,88,81,83.74000000000001,11.700000000000001,32.78
186,2014-08-12 21:00:00,90.144,31.427999999999997,539.514,132.076,88,81,83.74000000000001,10.4,32.813
187,2014-08-12 21:30:00,88.89599999999999,31.525,532.8209999999999,131.864,88,81,83.74000000000001,7.800000000000001,32.813
188,2014-08-12 22:00:00,91.29599999999999,31.622,543.394,134.62,88,81,83.74000000000001,10.4,32.813
189,2014-08-12 22:30:00,93.40799999999999,31.719,544.267,135.574,88,81,83.74000000000001,13.0,32.813
190,2014-08-12 23:00:00,92.64,31.719,538.932,134.196,88,81,83.74000000000001,11.700000000000001,32.813
191,2014-08-12 23:30:00,92.64,31.719,541.745,135.15,86,81,89.04,15.600000000000001,32.813
192,2014-08-13 00:00:00,88.60799999999999,31.04,509.444,126.034,86,81,89.04,11.700000000000001,32.813
193,2014-08-13 00:30:00,82.368,30.361,464.145,117.766,86,81,89.04,13.0,32.813
194,2014-08-13 01:00:00,82.65599999999999,30.361,464.242,116.07000000000001,86,81,89.04,13.0,32.78
195,2014-08-13 01:30:00,82.752,30.458,462.981,117.13000000000001,86,81,89.04,13.0,32.78
196,2014-08-13 02:00:00,82.752,30.652,466.861,117.66000000000001,86,81,89.04,11.700000000000001,32.78
197,2014-08-13 02:30:00,82.848,30.555,467.443,117.66000000000001,86,81,89.04,15.600000000000001,32.78
198,2014-08-13 03:00:00,83.80799999999999,30.458,467.346,117.02400000000002,86,81,89.04,16.900000000000002,32.78
199,2014-08-13 03:30:00,87.16799999999999,30.749,487.522,118.19000000000001,86,81,89.04,11.700000000000001,32.78
200,2014-08-13 04:00:00,87.264,30.652,481.60499999999996,117.766,86,81,89.04,13.0,32.78
201,2014-08-13 04:30:00,86.592,30.458,475.3,117.55400000000002,86,81,89.04,13.0,32.78
202,2014-08-13 05:00:00,86.784,30.458,475.49399999999997,117.66000000000001,85,81,94.34,15.600000000000001,32.78
203,2014-08-13 05:30:00,87.744,30.458,493.342,117.766,86,81,89.04,13.0,32.78
204,2014-08-13 06:00:00,87.16799999999999,30.264,484.224,114.268,86,81,89.04,11.700000000000001,32.78
205,2014-08-13 06:30:00,86.88,30.167,476.65799999999996,114.056,86,81,89.04,10.4,32.78
206,2014-08-13 07:00:00,89.952,30.458,516.719,123.17200000000001,86,81,89.04,11.700000000000001,32.78
207,2014-08-13 07:30:00,119.712,30.361,758.249,219.95000000000002,86,81,89.04,11.700000000000001,32.813
208,2014-08-13 08:00:00,114.144,30.07,699.952,207.12400000000002,86,81,89.04,13.0,32.813
209,2014-08-13 08:30:00,110.496,30.07,686.178,203.41400000000002,88,81,83.74000000000001,13.0,32.813
210,2014-08-13 09:00:00,110.112,30.167,690.349,205.42800000000003,88,81,83.74000000000001,11.700000000000001,32.846000000000004
211,2014-08-13 09:30:00,111.36,30.458,705.869,209.88000000000002,88,79,78.44,15.600000000000001,32.813
212,2014-08-13 10:00:00,113.28,30.846,725.0749999999999,219.526,90,81,78.44,13.0,32.813
213,2014-08-13 10:30:00,112.416,30.846,724.202,220.056,90,79,74.2,15.600000000000001,32.813
214,2014-08-13 11:00:00,112.416,31.04,726.724,221.85800000000003,92,79,69.96000000000001,15.600000000000001,32.813
215,2014-08-13 11:30:00,111.55199999999999,30.749,708.197,214.65,92,79,69.96000000000001,19.5,32.813
216,2014-08-13 12:00:00,110.88,30.652,700.728,212.848,94,77,62.540000000000006,19.5,32.78
217,2014-08-13 12:30:00,111.16799999999999,31.04,715.957,219.526,94,77,62.540000000000006,19.5,32.78
218,2014-08-13 13:00:00,111.648,31.04,712.465,219.526,95,77,58.300000000000004,18.2,32.747
219,2014-08-13 13:30:00,110.496,30.846,696.266,214.12,95,77,58.300000000000004,18.2,32.747
220,2014-08-13 14:00:00,110.592,30.846,702.9590000000001,216.452,94,76,58.300000000000004,18.2,32.747
221,2014-08-13 14:30:00,111.744,31.04,713.435,218.89000000000001,94,74,55.120000000000005,20.8,32.747
222,2014-08-13 15:00:00,112.8,31.234,719.6429999999999,222.812,95,74,51.940000000000005,20.8,32.714
223,2014-08-13 15:30:00,113.088,31.234,725.8509999999999,224.19,94,74,55.120000000000005,20.8,32.714
224,2014-08-13 16:00:00,112.8,31.234,719.74,223.342,95,76,55.120000000000005,22.1,32.681000000000004
225,2014-08-13 16:30:00,112.032,30.652,698.6909999999999,212.0,94,76,58.300000000000004,20.8,32.714
226,2014-08-13 17:00:00,111.55199999999999,30.264,697.333,207.12400000000002,92,76,61.480000000000004,19.5,32.714
227,2014-08-13 17:30:00,111.55199999999999,30.361,705.093,210.62199999999999,92,74,58.300000000000004,19.5,32.714
228,2014-08-13 18:00:00,108.76799999999999,29.779,671.822,197.796,90,77,69.96000000000001,19.5,32.714
229,2014-08-13 18:30:00,106.08,29.293999999999997,646.7959999999999,187.302,90,77,69.96000000000001,19.5,32.714
230,2014-08-13 19:00:00,103.776,29.682000000000002,641.9459999999999,191.012,90,77,69.96000000000001,16.900000000000002,32.747
231,2014-08-13 19:30:00,79.96799999999999,31.622,554.646,136.104,88,79,78.44,18.2,32.747
232,2014-08-13 20:00:00,91.488,31.815999999999995,543.685,136.846,88,79,78.44,18.2,32.747
233,2014-08-13 20:30:00,87.648,31.330999999999996,521.6659999999999,127.62400000000001,88,77,74.2,16.900000000000002,32.747
234,2014-08-13 21:00:00,88.8,31.330999999999996,523.121,129.32,88,77,74.2,18.2,32.747
235,2014-08-13 21:30:00,87.93599999999999,31.525,520.987,127.94200000000001,88,79,78.44,16.900000000000002,32.78
236,2014-08-13 22:00:00,89.952,32.107,540.775,136.74,88,79,78.44,15.600000000000001,32.78
237,2014-08-13 22:30:00,92.73599999999999,32.204,553.87,141.29800000000003,88,79,78.44,18.2,32.78
238,2014-08-13 23:00:00,92.16,31.912999999999997,544.073,136.74,86,79,83.74000000000001,16.900000000000002,32.78
239,2014-08-13 23:30:00,91.488,31.525,535.052,132.5,86,79,83.74000000000001,13.0,32.846000000000004
240,2014-08-14 00:00:00,87.744,31.137,507.98900000000003,124.126,86,79,83.74000000000001,10.4,32.813
241,2014-08-14 00:30:00,82.368,30.652,472.002,114.48,86,79,83.74000000000001,10.4,32.813
242,2014-08-14 01:00:00,82.368,30.555,467.92799999999994,112.996,86,81,89.04,9.1,32.813
243,2014-08-14 01:30:00,81.98400000000001,30.652,462.59299999999996,112.042,86,81,89.04,9.1,32.813
244,2014-08-14 02:00:00,81.792,30.458,455.997,110.346,86,81,89.04,13.0,32.813
245,2014-08-14 02:30:00,81.312,30.264,451.24399999999997,108.01400000000001,86,81,89.04,11.700000000000001,32.813
